report_id,observer_code,zone_id,observed_at,submitted_at,report_mode,odor,intensity,odor_type,environment,confidence,saw_forecast,memo
S00692,R07,Z1,2026-09-12 21:38:00,2026-09-12 21:38:00,scheduled,1,4,축산분뇨,indoor,mid,1,
S00693,R08,Z2,2026-09-12 21:42:00,2026-09-12 21:45:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00694,R09,Z3,2026-09-12 21:22:00,2026-09-12 21:28:00,scheduled,1,4,축산분뇨,outdoor,low,0,
S00695,R10,Z1,2026-09-12 21:31:00,2026-09-12 21:43:00,scheduled,1,1,축산분뇨,outdoor,mid,0,
S00696,R11,Z2,2026-09-12 21:18:00,2026-09-12 21:27:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00697,R12,Z3,2026-09-12 21:32:00,2026-09-12 21:43:00,scheduled,1,5,축산분뇨,outdoor,high,0,
S00698,R13,Z1,2026-09-12 21:20:00,2026-09-12 21:31:00,scheduled,1,3,축산분뇨,outdoor,mid,0,
S00699,R14,Z2,2026-09-12 21:19:00,2026-09-12 21:28:00,scheduled,1,5,축산분뇨,outdoor,mid,0,
S00700,R15,Z3,2026-09-12 21:31:00,2026-09-12 21:32:00,scheduled,0,0,없음,outdoor,mid,0,
S00701,R16,Z1,2026-09-12 21:42:00,2026-09-12 21:44:00,scheduled,1,5,축산분뇨,outdoor,low,0,
S00702,R17,Z2,2026-09-12 21:21:00,2026-09-12 21:21:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00703,R19,Z1,2026-09-12 21:37:00,2026-09-12 21:50:00,scheduled,1,3,축산분뇨,outdoor,mid,1,
S00704,R20,Z2,2026-09-12 21:19:00,2026-09-12 21:19:00,scheduled,1,3,하수,outdoor,high,1,
S00705,R01,Z1,2026-09-13 07:27:00,2026-09-13 07:37:00,scheduled,1,2,축산분뇨,outdoor,mid,1,
S00706,R02,Z2,2026-09-13 07:42:00,2026-09-13 07:55:00,scheduled,0,0,없음,outdoor,mid,1,
S00707,R03,Z3,2026-09-13 07:37:00,2026-09-13 07:44:00,scheduled,1,1,축산분뇨,indoor,high,0,
S00708,R04,Z1,2026-09-13 07:42:00,2026-09-13 07:44:00,scheduled,0,0,없음,outdoor,mid,0,
S00709,R05,Z2,2026-09-13 07:29:00,2026-09-13 07:35:00,scheduled,0,0,없음,outdoor,high,0,
S00710,R07,Z1,2026-09-13 07:37:00,2026-09-13 07:40:00,scheduled,0,0,없음,outdoor,mid,0,
S00711,R08,Z2,2026-09-13 07:37:00,2026-09-13 07:37:00,scheduled,0,0,없음,outdoor,mid,0,
S00712,R09,Z3,2026-09-13 07:24:00,2026-09-13 07:24:00,scheduled,1,3,하수,outdoor,mid,1,
S00713,R10,Z1,2026-09-13 07:22:00,2026-09-13 07:28:00,scheduled,1,4,축산분뇨,outdoor,high,0,
S00714,R14,Z2,2026-09-13 07:20:00,2026-09-13 07:26:00,scheduled,1,2,축산분뇨,outdoor,high,0,
S00715,R15,Z3,2026-09-13 07:32:00,2026-09-13 07:36:00,scheduled,0,0,없음,outdoor,low,0,
S00716,R16,Z1,2026-09-13 07:33:00,2026-09-13 07:37:00,scheduled,0,0,없음,outdoor,mid,1,
S00717,R17,Z2,2026-09-13 07:18:00,2026-09-13 07:28:00,scheduled,0,0,없음,indoor,high,1,
S00718,R19,Z1,2026-09-13 07:19:00,2026-09-13 07:33:00,scheduled,1,2,축산분뇨,outdoor,mid,1,
S00719,R20,Z2,2026-09-13 07:28:00,2026-09-13 07:29:00,scheduled,1,3,축산분뇨,outdoor,mid,0,
S00720,R02,Z2,2026-09-13 12:38:00,2026-09-13 12:48:00,scheduled,0,0,없음,outdoor,mid,0,
S00721,R03,Z3,2026-09-13 12:40:00,2026-09-13 12:50:00,scheduled,0,0,없음,outdoor,mid,0,
S00722,R04,Z1,2026-09-13 12:30:00,2026-09-13 12:37:00,scheduled,0,0,없음,outdoor,mid,1,
S00723,R05,Z2,2026-09-13 12:32:00,2026-09-13 12:34:00,scheduled,0,0,없음,outdoor,mid,0,
S00724,R06,Z3,2026-09-13 12:41:00,2026-09-13 12:49:00,scheduled,0,0,없음,indoor,mid,0,
S00725,R07,Z1,2026-09-13 12:38:00,2026-09-13 12:43:00,scheduled,1,1,축산분뇨,outdoor,low,1,
S00726,R08,Z2,2026-09-13 12:42:00,2026-09-13 12:45:00,scheduled,0,0,없음,indoor,mid,1,
S00727,R09,Z3,2026-09-13 12:18:00,2026-09-13 12:23:00,scheduled,0,0,없음,outdoor,mid,0,
S00728,R10,Z1,2026-09-13 12:18:00,2026-09-13 12:26:00,scheduled,0,0,없음,outdoor,low,0,
S00729,R11,Z2,2026-09-13 12:31:00,2026-09-13 12:43:00,scheduled,0,0,없음,outdoor,high,0,
S00730,R12,Z3,2026-09-13 12:34:00,2026-09-13 12:35:00,scheduled,0,0,없음,outdoor,low,1,
S00731,R13,Z1,2026-09-13 12:42:00,2026-09-13 12:56:00,scheduled,0,0,없음,outdoor,mid,1,
S00732,R14,Z2,2026-09-13 12:31:00,2026-09-13 12:42:00,scheduled,0,0,없음,outdoor,mid,0,
S00733,R15,Z3,2026-09-13 12:30:00,2026-09-13 12:36:00,scheduled,0,0,없음,outdoor,mid,0,
S00734,R17,Z2,2026-09-13 12:31:00,2026-09-13 12:34:00,scheduled,0,0,없음,outdoor,high,0,
S00735,R18,Z3,2026-09-13 12:25:00,2026-09-13 12:25:00,scheduled,1,1,축산분뇨,outdoor,mid,0,
S00736,R19,Z1,2026-09-13 12:28:00,2026-09-13 12:42:00,scheduled,0,0,없음,outdoor,low,0,
S00737,R20,Z2,2026-09-13 12:25:00,2026-09-13 12:26:00,scheduled,0,0,없음,outdoor,mid,1,
S00738,R01,Z1,2026-09-13 18:32:00,2026-09-13 18:32:00,scheduled,0,0,없음,outdoor,mid,0,
S00739,R02,Z2,2026-09-13 18:18:00,2026-09-13 18:29:00,scheduled,0,0,없음,outdoor,high,1,
S00740,R04,Z1,2026-09-13 18:42:00,2026-09-13 18:56:00,scheduled,0,0,없음,outdoor,mid,0,
S00741,R05,Z2,2026-09-13 18:31:00,2026-09-13 18:35:00,scheduled,0,0,없음,outdoor,low,0,
S00742,R07,Z1,2026-09-13 18:27:00,2026-09-13 18:33:00,scheduled,0,0,없음,outdoor,low,1,
S00743,R08,Z2,2026-09-13 18:41:00,2026-09-13 18:47:00,scheduled,0,0,없음,outdoor,mid,0,
S00744,R09,Z3,2026-09-13 18:38:00,2026-09-13 18:52:00,scheduled,0,0,없음,outdoor,mid,1,
S00745,R10,Z1,2026-09-13 18:28:00,2026-09-13 18:33:00,scheduled,0,0,없음,outdoor,mid,0,
S00746,R11,Z2,2026-09-13 18:20:00,2026-09-13 18:29:00,scheduled,0,0,없음,outdoor,mid,0,
S00747,R13,Z1,2026-09-13 18:25:00,2026-09-13 18:26:00,scheduled,0,0,없음,outdoor,low,0,
S00748,R14,Z2,2026-09-13 18:27:00,2026-09-13 18:40:00,scheduled,0,0,없음,outdoor,low,0,
S00749,R18,Z3,2026-09-13 18:32:00,2026-09-13 18:36:00,scheduled,0,0,없음,outdoor,high,0,
S00750,R20,Z2,2026-09-13 18:31:00,2026-09-13 18:35:00,scheduled,0,0,없음,outdoor,mid,0,
S00751,R01,Z1,2026-09-13 21:38:00,2026-09-13 21:51:00,scheduled,1,4,축산분뇨,outdoor,high,0,
S00752,R02,Z2,2026-09-13 21:18:00,2026-09-13 21:25:00,scheduled,1,3,하수,outdoor,mid,1,
S00753,R03,Z3,2026-09-13 21:28:00,2026-09-13 21:31:00,scheduled,1,3,하수,outdoor,mid,0,
S00754,R04,Z1,2026-09-13 21:28:00,2026-09-13 21:34:00,scheduled,1,5,축산분뇨,outdoor,high,1,
S00755,R05,Z2,2026-09-13 21:32:00,2026-09-13 21:33:00,scheduled,1,3,축산분뇨,outdoor,high,0,
S00756,R06,Z3,2026-09-13 21:32:00,2026-09-13 21:44:00,scheduled,1,3,축산분뇨,outdoor,high,0,
S00757,R08,Z2,2026-09-13 21:18:00,2026-09-13 21:20:00,scheduled,1,3,축산분뇨,outdoor,low,1,
S00758,R09,Z3,2026-09-13 21:21:00,2026-09-13 21:35:00,scheduled,0,0,없음,outdoor,low,0,
S00759,R10,Z1,2026-09-13 21:41:00,2026-09-13 21:47:00,scheduled,1,4,축산분뇨,outdoor,high,1,
S00760,R11,Z2,2026-09-13 21:33:00,2026-09-13 21:46:00,scheduled,1,4,축산분뇨,outdoor,mid,1,
S00761,R12,Z3,2026-09-13 21:23:00,2026-09-13 21:23:00,scheduled,1,5,축산분뇨,outdoor,high,1,
S00762,R13,Z1,2026-09-13 21:32:00,2026-09-13 21:38:00,scheduled,1,3,축산분뇨,outdoor,mid,0,
S00763,R15,Z3,2026-09-13 21:30:00,2026-09-13 21:31:00,scheduled,1,3,축산분뇨,outdoor,mid,1,
S00764,R16,Z1,2026-09-13 21:24:00,2026-09-13 21:26:00,scheduled,1,5,축산분뇨,outdoor,high,0,
S00765,R17,Z2,2026-09-13 21:40:00,2026-09-13 21:40:00,scheduled,1,3,축산분뇨,outdoor,low,0,
S00766,R18,Z3,2026-09-13 21:33:00,2026-09-13 21:39:00,scheduled,1,4,축산분뇨,outdoor,mid,1,
S00767,R19,Z1,2026-09-13 21:24:00,2026-09-13 21:36:00,scheduled,1,4,축산분뇨,outdoor,mid,1,
S00768,R20,Z2,2026-09-13 21:37:00,2026-09-13 21:42:00,scheduled,0,0,없음,outdoor,mid,0,
S00769,R01,Z1,2026-09-14 07:22:00,2026-09-14 07:29:00,scheduled,1,2,모름,outdoor,high,1,
S00770,R02,Z2,2026-09-14 07:42:00,2026-09-14 07:47:00,scheduled,1,2,모름,outdoor,high,1,
S00771,R03,Z3,2026-09-14 07:27:00,2026-09-14 07:34:00,scheduled,1,2,모름,outdoor,low,0,
S00772,R04,Z1,2026-09-14 07:40:00,2026-09-14 07:42:00,scheduled,0,0,없음,outdoor,mid,0,
S00773,R05,Z2,2026-09-14 07:41:00,2026-09-14 07:44:00,scheduled,0,0,없음,outdoor,mid,1,
S00774,R06,Z3,2026-09-14 07:33:00,2026-09-14 07:42:00,scheduled,0,0,없음,outdoor,mid,1,
S00775,R07,Z1,2026-09-14 07:31:00,2026-09-14 07:35:00,scheduled,0,0,없음,outdoor,low,1,
S00776,R08,Z2,2026-09-14 07:25:00,2026-09-14 07:28:00,scheduled,0,0,없음,outdoor,mid,1,
S00777,R09,Z3,2026-09-14 07:33:00,2026-09-14 07:38:00,scheduled,0,0,없음,outdoor,mid,0,
S00778,R10,Z1,2026-09-14 07:28:00,2026-09-14 07:35:00,scheduled,0,0,없음,outdoor,mid,0,
S00779,R12,Z3,2026-09-14 07:38:00,2026-09-14 07:51:00,scheduled,1,2,축산분뇨,outdoor,mid,1,
S00780,R13,Z1,2026-09-14 07:27:00,2026-09-14 07:39:00,scheduled,1,1,축산분뇨,indoor,mid,0,
S00781,R14,Z2,2026-09-14 07:18:00,2026-09-14 07:31:00,scheduled,0,0,없음,outdoor,mid,1,
S00782,R15,Z3,2026-09-14 07:18:00,2026-09-14 07:21:00,scheduled,0,0,없음,outdoor,mid,1,
S00783,R16,Z1,2026-09-14 07:29:00,2026-09-14 07:36:00,scheduled,0,0,없음,outdoor,mid,0,
S00784,R17,Z2,2026-09-14 07:36:00,2026-09-14 07:40:00,scheduled,0,0,없음,outdoor,low,1,
S00785,R18,Z3,2026-09-14 07:24:00,2026-09-14 07:29:00,scheduled,1,2,축산분뇨,outdoor,mid,0,
S00786,R01,Z1,2026-09-14 12:33:00,2026-09-14 12:41:00,scheduled,0,0,없음,outdoor,mid,0,
S00787,R03,Z3,2026-09-14 12:27:00,2026-09-14 12:39:00,scheduled,0,0,없음,outdoor,mid,1,
S00788,R04,Z1,2026-09-14 12:31:00,2026-09-14 12:32:00,scheduled,0,0,없음,outdoor,mid,0,
S00789,R05,Z2,2026-09-14 12:19:00,2026-09-14 12:23:00,scheduled,1,1,축산분뇨,outdoor,high,0,
S00790,R06,Z3,2026-09-14 12:40:00,2026-09-14 12:40:00,scheduled,1,1,축산분뇨,outdoor,high,0,
S00791,R07,Z1,2026-09-14 12:34:00,2026-09-14 12:35:00,scheduled,0,0,없음,outdoor,high,0,
S00792,R09,Z3,2026-09-14 12:39:00,2026-09-14 12:50:00,scheduled,1,1,축산분뇨,outdoor,high,1,
S00793,R10,Z1,2026-09-14 12:36:00,2026-09-14 12:42:00,scheduled,0,0,없음,outdoor,low,0,
S00794,R13,Z1,2026-09-14 12:34:00,2026-09-14 12:46:00,scheduled,1,2,축산분뇨,outdoor,high,1,
S00795,R14,Z2,2026-09-14 12:27:00,2026-09-14 12:33:00,scheduled,0,0,없음,outdoor,mid,1,
S00796,R16,Z1,2026-09-14 12:19:00,2026-09-14 12:23:00,scheduled,0,0,없음,indoor,mid,0,
S00797,R17,Z2,2026-09-14 12:37:00,2026-09-14 12:40:00,scheduled,0,0,없음,outdoor,mid,0,
S00798,R19,Z1,2026-09-14 12:39:00,2026-09-14 12:44:00,scheduled,0,0,없음,indoor,mid,1,
S00799,R20,Z2,2026-09-14 12:24:00,2026-09-14 12:30:00,scheduled,0,0,없음,outdoor,high,0,
S00800,R01,Z1,2026-09-14 18:33:00,2026-09-14 18:42:00,scheduled,0,0,없음,outdoor,mid,0,
S00801,R03,Z3,2026-09-14 18:25:00,2026-09-14 18:29:00,scheduled,0,0,없음,outdoor,mid,1,
S00802,R04,Z1,2026-09-14 18:36:00,2026-09-14 18:47:00,scheduled,0,0,없음,outdoor,low,1,
S00803,R06,Z3,2026-09-14 18:28:00,2026-09-14 18:35:00,scheduled,0,0,없음,outdoor,high,0,
S00804,R07,Z1,2026-09-14 18:21:00,2026-09-14 18:26:00,scheduled,0,0,없음,outdoor,high,0,
S00805,R08,Z2,2026-09-14 18:37:00,2026-09-14 18:46:00,scheduled,0,0,없음,outdoor,mid,0,
S00806,R09,Z3,2026-09-14 18:33:00,2026-09-14 18:42:00,scheduled,0,0,없음,outdoor,mid,1,
S00807,R11,Z2,2026-09-14 18:24:00,2026-09-14 18:33:00,scheduled,0,0,없음,outdoor,mid,1,
S00808,R12,Z3,2026-09-14 18:26:00,2026-09-14 18:33:00,scheduled,0,0,없음,outdoor,high,1,
S00809,R13,Z1,2026-09-14 18:35:00,2026-09-14 18:46:00,scheduled,0,0,없음,outdoor,mid,0,
S00810,R16,Z1,2026-09-14 18:33:00,2026-09-14 18:47:00,scheduled,0,0,없음,outdoor,mid,0,
S00811,R17,Z2,2026-09-14 18:25:00,2026-09-14 18:30:00,scheduled,0,0,없음,outdoor,low,1,
S00812,R18,Z3,2026-09-14 18:39:00,2026-09-14 18:48:00,scheduled,0,0,없음,outdoor,high,0,
S00813,R01,Z1,2026-09-14 21:22:00,2026-09-14 21:26:00,scheduled,1,4,기타,outdoor,mid,0,
S00814,R02,Z2,2026-09-14 21:42:00,2026-09-14 21:48:00,scheduled,1,3,축산분뇨,outdoor,mid,0,
S00815,R04,Z1,2026-09-14 21:30:00,2026-09-14 21:39:00,scheduled,0,0,없음,outdoor,mid,0,
S00816,R05,Z2,2026-09-14 21:21:00,2026-09-14 21:33:00,scheduled,1,3,축산분뇨,outdoor,low,0,
S00817,R06,Z3,2026-09-14 21:38:00,2026-09-14 21:45:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00818,R07,Z1,2026-09-14 21:38:00,2026-09-14 21:49:00,scheduled,1,3,축산분뇨,outdoor,mid,0,
S00819,R08,Z2,2026-09-14 21:41:00,2026-09-14 21:50:00,scheduled,1,5,축산분뇨,outdoor,mid,1,
S00820,R09,Z3,2026-09-14 21:42:00,2026-09-14 21:55:00,scheduled,1,3,축산분뇨,outdoor,high,0,
S00821,R11,Z2,2026-09-14 21:36:00,2026-09-14 21:40:00,scheduled,0,0,없음,outdoor,mid,0,
S00822,R12,Z3,2026-09-14 21:32:00,2026-09-14 21:44:00,scheduled,1,5,축산분뇨,outdoor,high,0,
S00823,R13,Z1,2026-09-14 21:30:00,2026-09-14 21:33:00,scheduled,0,0,없음,outdoor,low,0,
S00824,R15,Z3,2026-09-14 21:41:00,2026-09-14 21:55:00,scheduled,1,3,기타,outdoor,mid,0,
S00825,R16,Z1,2026-09-14 21:29:00,2026-09-14 21:38:00,scheduled,1,4,기타,outdoor,mid,1,
S00826,R17,Z2,2026-09-14 21:24:00,2026-09-14 21:29:00,scheduled,1,3,축산분뇨,outdoor,low,0,
S00827,R18,Z3,2026-09-14 21:27:00,2026-09-14 21:41:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00828,R19,Z1,2026-09-14 21:33:00,2026-09-14 21:35:00,scheduled,1,3,축산분뇨,outdoor,high,1,
S00829,R20,Z2,2026-09-14 21:19:00,2026-09-14 21:29:00,scheduled,1,4,기타,outdoor,high,0,
S00830,R01,Z1,2026-09-15 07:39:00,2026-09-15 07:42:00,scheduled,0,0,없음,outdoor,mid,0,
S00831,R02,Z2,2026-09-15 07:41:00,2026-09-15 07:54:00,scheduled,1,3,축산분뇨,outdoor,high,0,
S00832,R04,Z1,2026-09-15 07:37:00,2026-09-15 07:49:00,scheduled,0,0,없음,outdoor,high,1,
S00833,R06,Z3,2026-09-15 07:30:00,2026-09-15 07:33:00,scheduled,1,1,축산분뇨,outdoor,mid,1,
S00834,R07,Z1,2026-09-15 07:31:00,2026-09-15 07:33:00,scheduled,0,0,없음,outdoor,mid,0,
S00835,R08,Z2,2026-09-15 07:30:00,2026-09-15 07:41:00,scheduled,0,0,없음,outdoor,mid,0,
S00836,R09,Z3,2026-09-15 07:22:00,2026-09-15 07:36:00,scheduled,0,0,없음,outdoor,mid,0,
S00837,R10,Z1,2026-09-15 07:36:00,2026-09-15 07:44:00,scheduled,0,0,없음,outdoor,mid,1,
S00838,R11,Z2,2026-09-15 07:34:00,2026-09-15 07:46:00,scheduled,0,0,없음,outdoor,mid,0,
S00839,R13,Z1,2026-09-15 07:24:00,2026-09-15 07:28:00,scheduled,1,2,축산분뇨,outdoor,high,0,
S00840,R14,Z2,2026-09-15 07:35:00,2026-09-15 07:35:00,scheduled,0,0,없음,outdoor,mid,0,
S00841,R15,Z3,2026-09-15 07:27:00,2026-09-15 07:39:00,scheduled,0,0,없음,outdoor,high,1,
S00842,R16,Z1,2026-09-15 07:30:00,2026-09-15 07:40:00,scheduled,0,0,없음,outdoor,high,0,
S00843,R17,Z2,2026-09-15 07:19:00,2026-09-15 07:19:00,scheduled,1,2,축산분뇨,outdoor,low,0,
S00844,R19,Z1,2026-09-15 07:39:00,2026-09-15 07:40:00,scheduled,0,0,없음,outdoor,mid,0,
S00845,R20,Z2,2026-09-15 07:27:00,2026-09-15 07:39:00,scheduled,1,2,축산분뇨,outdoor,low,0,
S00846,R01,Z1,2026-09-15 12:22:00,2026-09-15 12:35:00,scheduled,0,0,없음,indoor,high,0,
S00847,R02,Z2,2026-09-15 12:37:00,2026-09-15 12:37:00,scheduled,0,0,없음,outdoor,low,1,
S00848,R04,Z1,2026-09-15 12:37:00,2026-09-15 12:46:00,scheduled,0,0,없음,outdoor,mid,1,
S00849,R07,Z1,2026-09-15 12:35:00,2026-09-15 12:39:00,scheduled,0,0,없음,outdoor,low,0,
S00850,R08,Z2,2026-09-15 12:36:00,2026-09-15 12:44:00,scheduled,0,0,없음,outdoor,low,0,
S00851,R09,Z3,2026-09-15 12:32:00,2026-09-15 12:33:00,scheduled,0,0,없음,outdoor,mid,0,
S00852,R10,Z1,2026-09-15 12:34:00,2026-09-15 12:43:00,scheduled,0,0,없음,outdoor,high,1,
S00853,R12,Z3,2026-09-15 12:41:00,2026-09-15 12:50:00,scheduled,0,0,없음,outdoor,high,1,
S00854,R13,Z1,2026-09-15 12:26:00,2026-09-15 12:35:00,scheduled,0,0,없음,outdoor,mid,0,
S00855,R14,Z2,2026-09-15 12:29:00,2026-09-15 12:37:00,scheduled,0,0,없음,outdoor,mid,0,
S00856,R15,Z3,2026-09-15 12:34:00,2026-09-15 12:34:00,scheduled,0,0,없음,outdoor,mid,1,
S00857,R16,Z1,2026-09-15 12:19:00,2026-09-15 12:26:00,scheduled,0,0,없음,outdoor,mid,0,
S00858,R17,Z2,2026-09-15 12:41:00,2026-09-15 12:53:00,scheduled,0,0,없음,indoor,mid,0,
S00859,R19,Z1,2026-09-15 12:27:00,2026-09-15 12:31:00,scheduled,0,0,없음,outdoor,high,0,
S00860,R20,Z2,2026-09-15 12:42:00,2026-09-15 12:48:00,scheduled,0,0,없음,outdoor,mid,0,
S00861,R03,Z3,2026-09-15 18:38:00,2026-09-15 18:40:00,scheduled,0,0,없음,outdoor,mid,0,
S00862,R04,Z1,2026-09-15 18:39:00,2026-09-15 18:52:00,scheduled,0,0,없음,outdoor,low,0,
S00863,R05,Z2,2026-09-15 18:18:00,2026-09-15 18:25:00,scheduled,0,0,없음,outdoor,high,0,
S00864,R06,Z3,2026-09-15 18:25:00,2026-09-15 18:26:00,scheduled,0,0,없음,outdoor,mid,1,
S00865,R07,Z1,2026-09-15 18:34:00,2026-09-15 18:44:00,scheduled,0,0,없음,outdoor,mid,1,
S00866,R08,Z2,2026-09-15 18:26:00,2026-09-15 18:32:00,scheduled,0,0,없음,outdoor,high,0,
S00867,R09,Z3,2026-09-15 18:31:00,2026-09-15 18:32:00,scheduled,0,0,없음,outdoor,high,0,
S00868,R10,Z1,2026-09-15 18:28:00,2026-09-15 18:36:00,scheduled,0,0,없음,outdoor,high,1,
S00869,R11,Z2,2026-09-15 18:39:00,2026-09-15 18:47:00,scheduled,0,0,없음,outdoor,high,0,
S00870,R12,Z3,2026-09-15 18:25:00,2026-09-15 18:33:00,scheduled,0,0,없음,outdoor,mid,0,
S00871,R13,Z1,2026-09-15 18:19:00,2026-09-15 18:23:00,scheduled,0,0,없음,outdoor,mid,0,
S00872,R14,Z2,2026-09-15 18:28:00,2026-09-15 18:36:00,scheduled,0,0,없음,outdoor,low,1,
S00873,R15,Z3,2026-09-15 18:19:00,2026-09-15 18:32:00,scheduled,0,0,없음,outdoor,mid,1,
S00874,R18,Z3,2026-09-15 18:37:00,2026-09-15 18:42:00,scheduled,0,0,없음,outdoor,high,1,
S00875,R19,Z1,2026-09-15 18:21:00,2026-09-15 18:23:00,scheduled,0,0,없음,outdoor,mid,1,
S00876,R20,Z2,2026-09-15 18:33:00,2026-09-15 18:47:00,scheduled,0,0,없음,outdoor,high,1,
S00877,R01,Z1,2026-09-15 21:33:00,2026-09-15 21:37:00,scheduled,1,3,축산분뇨,outdoor,high,0,
S00878,R02,Z2,2026-09-15 21:25:00,2026-09-15 21:27:00,scheduled,1,4,모름,outdoor,mid,0,
S00879,R03,Z3,2026-09-15 21:40:00,2026-09-15 21:40:00,scheduled,1,2,기타,outdoor,high,0,
S00880,R04,Z1,2026-09-15 21:27:00,2026-09-15 21:39:00,scheduled,1,5,축산분뇨,outdoor,mid,0,
S00881,R05,Z2,2026-09-15 21:27:00,2026-09-15 21:35:00,scheduled,0,0,없음,outdoor,high,1,
S00882,R06,Z3,2026-09-15 21:38:00,2026-09-15 21:42:00,scheduled,0,0,없음,outdoor,high,1,
S00883,R07,Z1,2026-09-15 21:30:00,2026-09-15 21:40:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00884,R09,Z3,2026-09-15 21:35:00,2026-09-15 21:40:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00885,R10,Z1,2026-09-15 21:42:00,2026-09-15 21:53:00,scheduled,0,0,없음,outdoor,low,0,
S00886,R11,Z2,2026-09-15 21:26:00,2026-09-15 21:36:00,scheduled,1,4,하수,outdoor,high,0,
S00887,R12,Z3,2026-09-15 21:18:00,2026-09-15 21:19:00,scheduled,1,3,축산분뇨,outdoor,low,0,
S00888,R13,Z1,2026-09-15 21:30:00,2026-09-15 21:31:00,scheduled,0,0,없음,outdoor,mid,0,
S00889,R14,Z2,2026-09-15 21:24:00,2026-09-15 21:30:00,scheduled,1,4,축산분뇨,outdoor,high,1,
S00890,R15,Z3,2026-09-15 21:37:00,2026-09-15 21:40:00,scheduled,0,0,없음,outdoor,high,1,
S00891,R16,Z1,2026-09-15 21:23:00,2026-09-15 21:34:00,scheduled,0,0,없음,outdoor,mid,1,
S00892,R17,Z2,2026-09-15 21:27:00,2026-09-15 21:39:00,scheduled,0,0,없음,outdoor,mid,1,
S00893,R18,Z3,2026-09-15 21:35:00,2026-09-15 21:49:00,scheduled,0,0,없음,outdoor,mid,0,
S00894,R20,Z2,2026-09-15 21:32:00,2026-09-15 21:45:00,scheduled,0,0,없음,outdoor,low,1,
S00895,R15,Z3,2026-09-02 20:20:00,2026-09-02 20:33:00,extra,0,0,없음,outdoor,mid,1,
S00896,R16,Z1,2026-09-02 22:41:00,2026-09-02 22:47:00,extra,1,2,축산분뇨,outdoor,high,1,
S00897,R19,Z1,2026-09-10 02:28:00,2026-09-10 02:42:00,extra,1,2,축산분뇨,outdoor,high,0,
S00898,R16,Z1,2026-09-13 06:41:00,2026-09-13 06:51:00,extra,1,4,하수,outdoor,mid,1,
S00899,R16,Z1,2026-09-14 17:37:00,2026-09-14 17:39:00,extra,0,0,없음,outdoor,high,0,
S00900,R06,Z3,2026-09-11 15:27:00,2026-09-11 15:37:00,extra,1,1,축산분뇨,outdoor,mid,1,
S00901,R06,Z3,2026-09-09 08:22:00,2026-09-09 08:28:00,extra,0,0,없음,outdoor,high,0,
S00902,R01,Z1,2026-09-10 07:51:00,2026-09-10 08:05:00,extra,0,0,없음,outdoor,mid,1,
S00903,R18,Z3,2026-09-13 15:54:00,2026-09-13 16:00:00,extra,0,0,없음,outdoor,mid,1,
S00904,R08,Z2,2026-09-14 17:06:00,2026-09-14 17:14:00,extra,0,0,없음,outdoor,high,0,
S00905,R10,Z1,2026-09-07 19:54:00,2026-09-07 20:07:00,extra,0,0,없음,outdoor,mid,1,
S00906,R17,Z2,2026-09-15 02:19:00,2026-09-15 02:26:00,extra,1,3,모름,outdoor,mid,0,
S00907,R11,Z2,2026-09-13 02:12:00,2026-09-13 02:13:00,extra,1,2,축산분뇨,outdoor,mid,0,
S00908,R04,Z1,2026-09-07 08:49:00,2026-09-07 08:58:00,extra,0,0,없음,outdoor,mid,0,
S00909,R03,Z3,2026-09-14 11:53:00,2026-09-14 12:03:00,extra,0,0,없음,outdoor,high,0,
S00910,R16,Z1,2026-09-03 06:23:00,2026-09-03 06:35:00,extra,0,0,없음,indoor,mid,0,
S00911,R20,Z2,2026-09-15 20:56:00,2026-09-15 21:01:00,extra,0,0,없음,outdoor,low,1,
S00912,R11,Z2,2026-09-04 14:25:00,2026-09-04 14:39:00,extra,0,0,없음,outdoor,low,0,
S00913,R12,Z3,2026-09-02 08:45:00,2026-09-02 08:58:00,extra,0,0,없음,outdoor,mid,0,
S00914,R14,Z2,2026-09-14 05:31:00,2026-09-14 05:42:00,extra,0,0,없음,outdoor,mid,0,
S00915,R20,Z2,2026-09-14 17:11:00,2026-09-14 17:15:00,extra,0,0,없음,outdoor,high,0,
S00916,R09,Z3,2026-09-11 00:26:00,2026-09-11 00:35:00,extra,0,0,없음,outdoor,mid,1,
S00917,R11,Z2,2026-09-09 04:55:00,2026-09-09 04:58:00,extra,0,0,없음,outdoor,high,0,
S00918,R19,Z1,2026-09-04 07:00:00,2026-09-04 07:00:00,extra,0,0,없음,outdoor,high,1,
S00919,R09,Z3,2026-09-04 05:17:00,2026-09-04 05:21:00,extra,0,0,없음,outdoor,high,0,
S00920,R13,Z1,2026-09-09 07:48:00,2026-09-09 07:52:00,extra,0,0,없음,outdoor,low,1,
S00921,R01,Z1,2026-09-12 17:24:00,2026-09-12 17:29:00,extra,0,0,없음,outdoor,high,0,
